cell_id,scenario,snr_db,beam_index,nmse_mmse,nmse_ai,attack_type,attack_severity,trust_score,step,ue_count,load,twin_fidelity,x_m,y_m
CELL_009,THz,13.42,14,0.030117,0.008645,normal,0.0,0.9901,99,22,0.916,0.9593,486.6,204.6
CELL_010,NTN-LEO,20.02,16,0.002769,0.001,normal,0.0,0.9975,99,11,0.712,0.9599,635.3,199.5
CELL_011,THz,27.81,13,0.002,0.001,jamming,0.3199,0.5142,99,22,0.345,0.9407,779.5,212.2
CELL_012,THz,23.69,28,0.065013,0.012192,normal,0.0,0.9534,99,20,0.597,0.959,52.4,345.7
CELL_013,UMi,18.03,2,0.005334,0.001,normal,0.0,0.9554,99,37,0.555,0.9599,231.0,341.5
CELL_014,UMa,12.51,16,0.027523,0.004242,backdoor,0.5848,0.385,99,19,0.334,0.9246,332.7,352.8
CELL_015,UMa,25.25,17,0.002,0.001,normal,0.0,0.9731,99,13,0.734,0.9599,482.6,336.3
CELL_016,UMi,13.68,24,0.834263,0.093406,csi_spoofing,0.6539,0.3111,99,27,0.209,0.9133,663.5,342.7
CELL_017,NTN-LEO,3.4,16,0.058441,0.012037,jamming,0.2085,0.683,99,25,0.838,0.9465,800.0,350.2
CELL_018,UMa,19.41,1,0.00999,0.001275,normal,0.0,0.9541,99,32,0.24,0.9599,49.2,490.5
CELL_019,UMa,4.58,26,0.107271,0.028737,normal,0.0,0.9525,99,32,0.558,0.9577,195.4,489.4
CELL_020,UMi,12.44,3,0.005716,0.001701,normal,0.0,0.9667,99,39,0.879,0.9599,345.0,494.2
CELL_021,InH,8.31,12,1.2,0.294834,normal,0.0,0.9602,99,17,0.668,0.9364,492.0,497.1
CELL_022,UMa,11.48,29,0.141959,0.032874,adversarial,0.3102,0.6866,99,23,0.34,0.9388,646.1,504.7
CELL_023,InH,4.41,5,0.644624,0.185908,normal,0.0,0.9688,99,27,0.573,0.9451,815.4,494.5
CELL_000,UMi,1.21,2,0.394763,0.170866,normal,0.0,0.9521,100,13,0.636,0.9463,43.7,41.2
CELL_001,InH,16.11,21,0.002,0.001,normal,0.0,0.9929,100,12,0.878,0.9599,208.7,48.9
CELL_002,RIS,20.39,0,0.002,0.001,pilot_contamination,0.5447,0.3352,100,35,0.595,0.9272,341.6,63.1
CELL_003,NTN-LEO,8.14,27,0.026616,0.006765,normal,0.0,0.9712,100,12,0.829,0.9595,479.3,61.3
CELL_004,InH,-4.13,1,1.2,0.831711,false_csi_injection,0.5063,0.4643,100,11,0.575,0.8631,615.7,58.8
CELL_005,UMa,18.22,16,0.002,0.001,normal,0.0,0.9999,100,24,0.696,0.9599,807.7,50.9
CELL_006,FR2-mmWave,20.28,28,0.026647,0.003412,jamming,0.6242,0.0779,100,19,0.352,0.9223,57.1,165.2
CELL_007,UMa,7.72,21,0.194866,0.053934,normal,0.0,0.9899,100,19,0.898,0.9557,189.1,197.3
CELL_008,UMi,17.06,23,0.009478,0.002364,normal,0.0,0.9998,100,14,0.365,0.9598,330.0,219.6
CELL_009,FR2-mmWave,-5.0,14,1.2,0.538551,data_poisoning,0.879,0.0822,100,39,0.452,0.8642,502.1,186.5
CELL_010,THz,-5.0,8,0.864024,0.288388,jamming,0.2327,0.6333,100,33,0.912,0.923,650.2,209.1
CELL_011,NTN-LEO,2.95,7,1.2,0.716192,normal,0.0,0.9867,100,30,0.673,0.9027,810.6,187.4
CELL_012,UMa,19.77,3,0.002,0.001,adversarial,0.3867,0.6036,100,30,0.708,0.9367,45.9,361.6
CELL_013,RMa,29.42,10,0.002,0.001,csi_spoofing,0.9572,0.05,100,37,0.629,0.9025,203.7,352.5
CELL_014,NTN-LEO,21.47,28,0.010258,0.001479,normal,0.0,0.9724,100,35,0.491,0.9599,349.2,350.3
CELL_015,FR2-mmWave,12.06,27,0.004075,0.001,normal,0.0,0.9769,100,37,0.678,0.9599,521.2,341.0
CELL_016,THz,14.81,6,0.003609,0.001,normal,0.0,0.9579,100,19,0.513,0.9599,641.9,339.4
CELL_017,RIS,15.03,9,0.008831,0.002089,normal,0.0,0.9652,100,19,0.238,0.9598,794.4,344.8
CELL_018,InH,17.38,1,0.006118,0.001,normal,0.0,0.9838,100,22,0.797,0.9599,51.7,490.5
CELL_019,UMi,3.16,10,0.097898,0.039904,normal,0.0,0.9989,100,19,0.468,0.9568,183.3,509.0
CELL_020,RMa,12.85,6,0.003494,0.001,normal,0.0,0.9942,100,8,0.781,0.9599,339.3,503.7
CELL_021,InH,8.63,14,0.011468,0.002633,normal,0.0,0.967,100,14,0.447,0.9598,498.1,485.2
CELL_022,UMa,29.35,22,0.002,0.001,normal,0.0,0.9869,100,33,0.447,0.9599,648.6,508.5
CELL_023,NTN-LEO,14.41,4,0.002,0.001,normal,0.0,0.9963,100,18,0.781,0.9599,803.5,494.4
CELL_000,THz,6.54,26,0.025213,0.009216,normal,0.0,0.9689,101,36,0.866,0.9593,38.1,45.5
CELL_001,InH,12.17,29,0.033357,0.004362,false_csi_injection,0.706,0.2855,101,15,0.361,0.9173,195.4,59.5
CELL_002,UMi,14.76,11,0.008194,0.001769,normal,0.0,0.9729,101,16,0.664,0.9599,344.4,72.6
CELL_003,FR2-mmWave,31.47,2,0.002,0.001,normal,0.0,0.9538,101,32,0.643,0.9599,509.5,31.5
CELL_004,RIS,9.7,11,0.002,0.001,pilot_contamination,0.6615,0.1811,101,13,0.32,0.9202,650.6,50.8
CELL_005,RMa,15.72,28,0.02441,0.003797,normal,0.0,0.9817,101,23,0.294,0.9597,802.5,47.0
CELL_006,InH,-5.0,18,0.345095,0.104687,normal,0.0,0.9795,101,25,0.24,0.9516,41.2,166.5
CELL_007,InH,9.57,18,0.002,0.001,normal,0.0,0.9844,101,16,0.548,0.9599,170.4,197.7
CELL_008,UMi,14.52,12,0.008042,0.001754,normal,0.0,0.9589,101,30,0.227,0.9599,357.1,222.5
CELL_009,InH,12.79,26,0.002332,0.001,normal,0.0,0.9858,101,34,0.746,0.9599,496.2,208.7
CELL_010,UMa,-1.03,6,0.063184,0.012877,pilot_contamination,0.5101,0.3604,101,38,0.937,0.9284,645.3,198.2
CELL_011,UMi,19.31,29,0.022355,0.002972,normal,0.0,0.9913,101,14,0.87,0.9598,803.3,197.4
CELL_012,RMa,7.27,9,0.299257,0.069503,normal,0.0,0.9862,101,25,0.65,0.9544,50.3,345.9
CELL_013,InH,17.29,11,0.069234,0.012522,csi_spoofing,0.3511,0.6145,101,28,0.784,0.9379,193.9,323.7
CELL_014,THz,22.64,2,0.002958,0.001,normal,0.0,0.9726,101,8,0.848,0.9599,351.0,358.3
CELL_015,RIS,27.91,25,0.004191,0.001,normal,0.0,0.9673,101,30,0.689,0.9599,504.0,368.1
CELL_016,RMa,19.98,22,0.002,0.001,normal,0.0,0.9936,101,39,0.219,0.9599,642.4,341.2
CELL_017,RMa,7.24,6,0.218088,0.050406,normal,0.0,0.9667,101,19,0.253,0.956,792.5,337.5
CELL_018,UMa,12.72,14,0.040891,0.005776,pilot_contamination,0.2058,0.7484,101,26,0.44,0.9472,34.2,528.7
CELL_019,InH,18.55,22,0.078494,0.010472,normal,0.0,0.9668,101,11,0.807,0.9592,181.7,497.0
CELL_020,UMa,-0.85,3,0.377321,0.114463,normal,0.0,0.9533,101,24,0.267,0.9508,360.1,493.4
CELL_021,InH,7.07,7,0.028842,0.008458,normal,0.0,0.9823,101,22,0.698,0.9593,506.8,505.1
CELL_022,UMi,2.79,17,0.447567,0.103974,pilot_contamination,0.4028,0.493,101,10,0.892,0.9275,664.6,512.9
CELL_023,UMa,17.33,18,0.002,0.001,jamming,0.1583,0.7428,101,10,0.669,0.9504,822.8,483.8
CELL_000,RIS,21.98,5,0.002898,0.001,normal,0.0,0.9864,102,16,0.425,0.9599,65.9,51.9
CELL_001,THz,11.12,31,0.121866,0.03806,normal,0.0,0.9882,102,9,0.399,0.957,213.6,40.8
CELL_002,RMa,-1.72,1,1.2,0.365487,jamming,0.8872,0.05,102,9,0.384,0.8775,350.8,51.5
CELL_003,UMa,20.72,27,0.006821,0.001,jamming,0.2985,0.5491,102,26,0.699,0.942,486.1,36.9
CELL_004,UMa,17.57,30,0.017373,0.001493,pilot_contamination,0.7184,0.1108,102,20,0.312,0.9168,669.3,37.8
CELL_005,RIS,1.08,23,0.030984,0.010407,pilot_contamination,0.2236,0.6966,102,36,0.447,0.9458,796.4,25.6
CELL_006,RMa,0.71,31,0.727827,0.219434,normal,0.0,0.9561,102,16,0.576,0.9424,56.3,196.6
CELL_007,RIS,25.76,6,0.016553,0.00292,normal,0.0,0.9769,102,39,0.857,0.9598,219.3,192.0
CELL_008,FR2-mmWave,1.18,10,0.002,0.001,jamming,0.6429,0.0941,102,26,0.203,0.9213,332.3,201.5
CELL_009,UMi,17.99,5,0.093969,0.010533,csi_spoofing,0.236,0.7613,102,33,0.596,0.945,480.2,203.9
CELL_010,NTN-LEO,13.86,21,0.01138,0.003213,normal,0.0,0.9769,102,22,0.948,0.9597,657.7,195.4
CELL_011,THz,12.41,23,0.002,0.001,csi_spoofing,0.2305,0.742,102,9,0.674,0.9461,808.0,202.5
CELL_012,InH,10.91,16,0.292406,0.058866,normal,0.0,0.9765,102,37,0.332,0.9553,51.4,348.6
CELL_013,InH,2.01,18,0.724184,0.203932,normal,0.0,0.991,102,30,0.218,0.9437,194.9,336.4
CELL_014,UMa,8.79,23,0.010259,0.003477,normal,0.0,0.977,102,32,0.332,0.9597,355.8,350.2
CELL_015,InH,-2.58,17,0.048725,0.015585,normal,0.0,0.9602,102,26,0.901,0.9588,495.6,341.3
CELL_016,RIS,17.79,15,0.002,0.001,normal,0.0,0.9533,102,8,0.805,0.9599,649.8,353.7
CELL_017,THz,6.23,11,1.2,0.445885,normal,0.0,0.9927,102,16,0.884,0.9243,790.1,355.1
CELL_018,UMa,11.21,1,0.555769,0.087306,pilot_contamination,0.2999,0.6038,102,22,0.783,0.935,58.2,492.0
CELL_019,FR2-mmWave,8.79,29,0.024923,0.005466,normal,0.0,0.9876,102,8,0.436,0.9596,207.2,492.8
CELL_020,RMa,9.57,23,0.186557,0.023611,csi_spoofing,0.7364,0.2393,102,16,0.912,0.9139,356.8,501.5
CELL_021,RIS,6.84,14,1.2,0.239918,pilot_contamination,0.3965,0.5159,102,38,0.325,0.917,497.4,508.8
CELL_022,NTN-LEO,2.21,10,0.168387,0.047722,normal,0.0,0.9889,102,32,0.292,0.9562,654.9,502.2
CELL_023,InH,4.24,14,1.2,0.640408,normal,0.0,0.9853,102,30,0.214,0.9088,802.1,470.5
CELL_000,NTN-LEO,10.49,11,0.280035,0.06001,normal,0.0,0.9971,103,24,0.483,0.9552,52.9,69.9
CELL_001,RIS,-0.85,27,0.269414,0.090132,pilot_contamination,0.2685,0.6323,103,13,0.633,0.9367,202.9,73.9
CELL_002,UMi,15.33,14,0.003941,0.001,normal,0.0,0.9831,103,38,0.258,0.9599,353.3,44.7
CELL_003,RMa,34.07,3,0.002,0.001,csi_spoofing,0.3364,0.6536,103,8,0.45,0.9397,480.0,58.4
CELL_004,RMa,12.15,6,0.006867,0.00127,normal,0.0,0.9511,103,30,0.55,0.9599,645.2,34.6
CELL_005,RMa,19.78,2,0.030481,0.003848,normal,0.0,0.9807,103,13,0.776,0.9597,795.8,33.3
CELL_006,RIS,5.63,21,0.21968,0.082729,normal,0.0,0.9771,103,38,0.497,0.9534,67.3,201.4
CELL_007,RMa,19.29,30,0.007938,0.001,data_poisoning,0.5403,0.4432,103,38,0.606,0.9275,195.0,191.0
CELL_008,RMa,16.87,6,0.017284,0.003029,normal,0.0,0.9721,103,23,0.247,0.9598,347.6,209.3
CELL_009,UMa,6.38,6,0.008788,0.003229,normal,0.0,0.98,103,15,0.213,0.9597,501.9,211.0
CELL_010,InH,12.99,30,0.002,0.001,pilot_contamination,0.4649,0.4158,103,26,0.657,0.932,640.8,209.6
CELL_011,FR2-mmWave,22.31,29,0.002,0.001,normal,0.0,0.9655,103,12,0.42,0.9599,798.1,194.0
CELL_012,RMa,29.09,7,0.002,0.001,normal,0.0,0.9701,103,33,0.454,0.9599,51.8,361.5
CELL_013,NTN-LEO,8.67,30,0.151216,0.03372,normal,0.0,0.9856,103,27,0.553,0.9573,188.6,363.2
CELL_014,RIS,10.18,4,0.305838,0.063166,normal,0.0,0.9521,103,25,0.667,0.9549,350.4,349.2
CELL_015,FR2-mmWave,21.62,29,0.012937,0.001567,data_poisoning,0.865,0.0933,103,14,0.328,0.908,491.5,334.2
CELL_016,UMi,9.04,6,0.023634,0.006437,normal,0.0,0.9936,103,13,0.728,0.9595,623.5,368.8
CELL_017,InH,14.53,29,0.007166,0.001562,normal,0.0,0.9858,103,27,0.848,0.9599,798.3,362.8
CELL_018,RIS,13.23,29,0.029773,0.004541,jamming,0.9507,0.05,103,28,0.762,0.9026,55.5,505.4
CELL_019,InH,17.05,30,0.002,0.001,normal,0.0,0.9557,103,20,0.64,0.9599,218.5,515.3
CELL_020,UMa,28.45,24,0.002,0.001,normal,0.0,0.9737,103,22,0.923,0.9599,338.2,460.6
CELL_021,InH,18.43,2,0.019255,0.003032,normal,0.0,0.9542,103,31,0.651,0.9598,518.5,482.2
CELL_022,RIS,24.53,19,0.002,0.001,normal,0.0,0.961,103,25,0.365,0.9599,646.3,518.0
CELL_023,InH,10.68,17,0.592768,0.097398,jamming,0.4345,0.3529,103,33,0.643,0.9261,804.3,495.6
CELL_000,RMa,29.86,7,0.002,0.001,normal,0.0,0.9779,104,19,0.411,0.9599,45.9,41.7
CELL_001,FR2-mmWave,14.86,25,0.026608,0.003937,pilot_contamination,0.9772,0.05,104,24,0.576,0.9011,206.0,32.1
CELL_002,RMa,17.26,3,0.014108,0.002011,normal,0.0,0.9818,104,21,0.341,0.9598,351.5,43.6
CELL_003,NTN-LEO,17.73,21,0.002,0.001,normal,0.0,0.9971,104,20,0.236,0.9599,502.5,57.0
CELL_004,NTN-LEO,10.18,22,0.002,0.001,normal,0.0,0.9803,104,30,0.575,0.9599,653.4,62.8
CELL_005,RMa,3.65,21,0.002,0.001,normal,0.0,0.96,104,22,0.923,0.9599,825.7,55.6
CELL_006,InH,12.62,11,0.03919,0.00811,normal,0.0,0.9668,104,20,0.329,0.9594,42.5,195.6
CELL_007,THz,17.43,29,0.131909,0.021826,normal,0.0,0.9729,104,22,0.279,0.9583,223.8,197.2
CELL_008,RMa,17.37,28,0.00714,0.001,false_csi_injection,0.3032,0.6573,104,17,0.764,0.9417,346.7,201.4
CELL_009,FR2-mmWave,22.68,30,0.002,0.001,normal,0.0,0.9924,104,25,0.766,0.9599,497.9,200.4
CELL_010,UMa,18.71,11,0.01315,0.002376,normal,0.0,0.9789,104,30,0.863,0.9598,642.1,202.4
CELL_011,THz,14.17,4,0.018845,0.003349,jamming,0.452,0.3219,104,11,0.681,0.9326,802.8,198.8
CELL_012,RMa,4.52,24,0.095684,0.024398,normal,0.0,0.9844,104,37,0.757,0.958,47.0,349.4
CELL_013,UMi,20.63,9,0.003109,0.001,normal,0.0,0.9993,104,24,0.419,0.9599,195.1,340.5
CELL_014,UMa,23.81,30,0.009101,0.001,data_poisoning,0.6107,0.37,104,11,0.296,0.9233,366.9,357.9
CELL_015,UMi,4.17,31,0.493442,0.131427,normal,0.0,0.9995,104,30,0.833,0.9495,510.7,364.9
CELL_016,UMa,7.23,18,0.016037,0.00264,jamming,0.3088,0.5227,104,33,0.792,0.9413,642.6,352.8
CELL_017,RIS,8.82,4,0.054409,0.013182,csi_spoofing,0.2135,0.7498,104,11,0.896,0.9461,798.7,351.9
CELL_018,FR2-mmWave,10.45,17,0.002,0.001,normal,0.0,0.9691,104,9,0.769,0.9599,25.2,500.2
CELL_019,RMa,8.22,17,0.041263,0.00909,normal,0.0,0.9666,104,25,0.288,0.9593,203.2,483.8
CELL_020,InH,20.46,2,0.002,0.001,false_csi_injection,0.6545,0.3204,104,25,0.914,0.9206,365.6,483.5
CELL_021,UMi,21.2,3,0.002,0.001,normal,0.0,0.9803,104,27,0.531,0.9599,498.8,497.1
CELL_022,UMi,12.18,2,0.162781,0.020824,jamming,0.9194,0.05,104,17,0.657,0.9032,628.9,495.7
CELL_023,FR2-mmWave,-3.95,17,1.2,0.9,normal,0.0,0.9791,104,23,0.352,0.888,833.4,498.2
CELL_000,InH,9.88,14,0.004677,0.001019,normal,0.0,0.9982,105,24,0.363,0.9599,51.2,34.7
CELL_001,UMa,15.49,25,0.01402,0.002198,normal,0.0,0.983,105,12,0.428,0.9598,187.3,48.9
CELL_002,NTN-LEO,5.99,11,1.036639,0.173502,jamming,0.3371,0.5015,105,38,0.84,0.9259,339.9,45.4
CELL_003,FR2-mmWave,16.91,5,0.002,0.001,normal,0.0,0.9899,105,38,0.742,0.9599,489.2,61.4
CELL_004,NTN-LEO,14.56,2,0.002,0.001,adversarial,0.2158,0.7381,105,13,0.284,0.947,642.6,51.8
CELL_005,InH,13.99,30,0.002,0.001,normal,0.0,0.9624,105,17,0.328,0.9599,789.4,34.8
CELL_006,FR2-mmWave,24.79,30,0.009846,0.001,jamming,0.7694,0.05,105,19,0.258,0.9138,38.8,201.3
CELL_007,THz,19.69,24,0.053761,0.008393,pilot_contamination,0.363,0.5384,105,24,0.882,0.9375,195.7,210.3
CELL_008,RMa,5.81,20,0.367021,0.119099,normal,0.0,0.9929,105,33,0.743,0.9505,360.5,205.6
CELL_009,FR2-mmWave,-3.6,7,0.00749,0.003362,normal,0.0,0.9714,105,37,0.213,0.9597,521.6,197.0
CELL_010,THz,9.3,5,0.024845,0.004943,false_csi_injection,0.1294,0.8302,105,18,0.566,0.9518,656.8,195.8
CELL_011,RIS,7.37,25,0.002,0.001,normal,0.0,0.9925,105,28,0.421,0.9599,802.2,185.0
CELL_012,NTN-LEO,13.08,22,0.014149,0.003653,normal,0.0,0.9838,105,34,0.398,0.9597,36.3,374.3
CELL_013,UMi,14.14,13,0.002,0.001,normal,0.0,0.99,105,14,0.747,0.9599,200.9,340.5
CELL_014,RMa,-3.13,4,0.7572,0.229183,normal,0.0,0.9936,105,24,0.44,0.9417,358.3,334.7
CELL_015,UMi,3.98,11,0.516964,0.134977,normal,0.0,0.9961,105,18,0.355,0.9492,480.4,347.9
CELL_016,THz,-1.26,29,0.002452,0.001,pilot_contamination,0.3791,0.5101,105,13,0.79,0.9372,657.2,342.4
CELL_017,RMa,25.26,13,0.002,0.001,normal,0.0,0.9786,105,24,0.538,0.9599,790.6,358.3
CELL_018,FR2-mmWave,14.22,2,0.204028,0.045073,normal,0.0,0.9717,105,16,0.5,0.9564,50.8,488.2
CELL_019,FR2-mmWave,14.38,29,0.003211,0.001,normal,0.0,0.9911,105,26,0.635,0.9599,201.7,520.6
CELL_020,UMi,10.39,5,1.2,0.264048,pilot_contamination,0.2563,0.6574,105,20,0.463,0.9235,355.1,507.8
CELL_021,UMa,5.16,16,0.083428,0.020834,normal,0.0,0.953,105,19,0.404,0.9583,482.0,478.6
CELL_022,InH,17.43,18,0.002,0.001,normal,0.0,0.9648,105,22,0.389,0.9599,652.2,491.2
CELL_023,THz,11.64,23,0.104321,0.031967,normal,0.0,0.9785,105,29,0.856,0.9574,790.3,495.9
CELL_000,NTN-LEO,-0.01,15,0.028138,0.00865,normal,0.0,0.9993,106,32,0.316,0.9593,47.0,58.3
CELL_001,UMi,9.09,31,0.580616,0.130813,normal,0.0,0.9916,106,22,0.346,0.9495,171.7,53.4
CELL_002,InH,19.55,25,0.006928,0.00156,normal,0.0,0.9935,106,22,0.253,0.9599,365.4,38.1
CELL_003,RMa,17.94,7,0.002,0.001,normal,0.0,0.9862,106,34,0.723,0.9599,489.0,80.0
CELL_004,RIS,21.44,11,0.046715,0.009698,normal,0.0,0.9696,106,11,0.744,0.9592,652.3,55.1
CELL_005,UMi,10.75,13,0.140198,0.024792,pilot_contamination,0.1327,0.8219,106,24,0.577,0.9501,802.6,62.9
CELL_006,RIS,17.05,14,0.002,0.001,false_csi_injection,0.2731,0.7054,106,20,0.498,0.9435,33.6,201.6
CELL_007,UMa,28.56,16,0.002,0.001,normal,0.0,0.9677,106,32,0.452,0.9599,207.2,190.9
CELL_008,THz,16.91,7,0.002,0.001,normal,0.0,0.9628,106,8,0.791,0.9599,363.5,192.1
CELL_009,RMa,3.42,27,1.2,0.373221,normal,0.0,0.9551,106,36,0.761,0.9301,499.9,195.7
CELL_010,RMa,18.83,21,0.005763,0.001,false_csi_injection,0.2063,0.7893,106,16,0.905,0.9475,644.8,185.7
CELL_011,FR2-mmWave,21.53,18,0.002,0.001,normal,0.0,0.952,106,18,0.397,0.9599,800.4,168.6
CELL_012,RIS,12.81,8,0.124608,0.024904,jamming,0.1046,0.8349,106,20,0.391,0.9517,42.8,339.4
CELL_013,RIS,21.64,22,0.003612,0.001,normal,0.0,0.9977,106,8,0.63,0.9599,209.2,357.3
CELL_014,InH,13.52,30,0.190823,0.035344,normal,0.0,0.9653,106,27,0.853,0.9572,379.3,336.5
CELL_015,NTN-LEO,5.8,3,0.075483,0.018601,normal,0.0,0.9808,106,33,0.927,0.9585,500.7,342.7
CELL_016,UMa,18.31,28,0.010434,0.001509,normal,0.0,0.9555,106,21,0.844,0.9599,659.5,336.9
CELL_017,NTN-LEO,-5.0,3,0.382517,0.171712,normal,0.0,0.993,106,28,0.686,0.9463,773.9,366.0
CELL_018,NTN-LEO,9.27,16,0.741666,0.161163,normal,0.0,0.9765,106,9,0.254,0.9471,46.2,487.1
CELL_019,RMa,29.45,2,0.008583,0.001,normal,0.0,0.9522,106,14,0.297,0.9599,208.1,489.4
CELL_020,UMa,25.3,24,0.002283,0.001,normal,0.0,0.9629,106,8,0.582,0.9599,331.3,472.4
CELL_021,InH,9.77,7,0.011365,0.003009,normal,0.0,0.9851,106,31,0.239,0.9598,503.4,510.9
CELL_022,FR2-mmWave,12.04,21,0.002,0.001,normal,0.0,0.9566,106,35,0.392,0.9599,657.5,503.2
CELL_023,UMi,4.55,11,0.116382,0.030354,normal,0.0,0.9562,106,21,0.277,0.9576,792.1,488.4
CELL_000,NTN-LEO,18.3,10,0.002,0.001,normal,0.0,0.9677,107,30,0.47,0.9599,42.8,55.0
CELL_001,RMa,24.45,12,0.002,0.001,normal,0.0,0.9798,107,16,0.477,0.9599,209.3,77.0
CELL_002,THz,19.36,2,0.002,0.001,csi_spoofing,0.3956,0.5786,107,15,0.494,0.9362,356.4,56.0
CELL_003,NTN-LEO,10.16,7,0.030366,0.00635,normal,0.0,0.9997,107,36,0.462,0.9595,482.7,54.9
CELL_004,UMa,1.39,24,0.084389,0.025681,normal,0.0,0.9639,107,26,0.667,0.9579,643.7,63.2
CELL_005,InH,4.94,26,0.086282,0.018224,jamming,0.3757,0.4479,107,23,0.863,0.936,798.0,64.0
CELL_006,UMa,21.07,16,0.004713,0.001,normal,0.0,0.983,107,38,0.631,0.9599,47.5,188.8
CELL_007,RMa,10.86,3,0.021784,0.003395,false_csi_injection,0.2405,0.7322,107,12,0.37,0.9453,201.9,196.2
CELL_008,FR2-mmWave,24.13,19,0.002,0.001,normal,0.0,0.9771,107,33,0.28,0.9599,333.1,212.0
CELL_009,THz,2.09,20,1.09272,0.460364,normal,0.0,0.9521,107,27,0.215,0.9232,521.1,207.3
CELL_010,RIS,6.06,11,0.004409,0.001094,normal,0.0,0.9939,107,15,0.594,0.9599,660.0,206.3
CELL_011,THz,-0.83,7,0.533906,0.174821,normal,0.0,0.98,107,15,0.501,0.946,799.7,201.8
CELL_012,NTN-LEO,1.75,22,0.451509,0.19225,normal,0.0,0.9707,107,24,0.301,0.9446,57.4,320.6
CELL_013,RMa,-1.63,4,1.2,0.362318,pilot_contamination,0.6814,0.144,107,33,0.853,0.8901,204.3,351.1
CELL_014,InH,-2.05,6,0.902348,0.273632,adversarial,0.4984,0.4948,107,23,0.539,0.9082,323.6,348.3
CELL_015,THz,22.11,10,0.002,0.001,false_csi_injection,0.5136,0.4571,107,11,0.609,0.9291,495.0,352.2
CELL_016,UMi,19.69,12,0.002,0.001,csi_spoofing,0.9567,0.05,107,35,0.391,0.9025,664.3,347.8
CELL_017,NTN-LEO,25.39,20,0.015674,0.001646,backdoor,0.8244,0.1456,107,13,0.749,0.9104,779.7,345.7
CELL_018,NTN-LEO,1.39,6,0.499223,0.116667,pilot_contamination,0.1853,0.7293,107,36,0.858,0.9395,52.6,493.4
CELL_019,RIS,2.91,5,0.850841,0.208358,pilot_contamination,0.6835,0.1393,107,30,0.505,0.9023,201.6,494.4
CELL_020,NTN-LEO,29.1,9,0.002,0.001,normal,0.0,0.9784,107,10,0.404,0.9599,351.7,498.0
CELL_021,NTN-LEO,7.53,25,0.024215,0.007692,normal,0.0,0.9665,107,8,0.779,0.9594,508.2,504.6
CELL_022,InH,16.43,3,0.002,0.001,normal,0.0,0.9918,107,21,0.333,0.9599,637.8,494.4
CELL_023,InH,3.8,12,1.2,0.377705,csi_spoofing,0.9723,0.05,107,8,0.88,0.8714,817.9,497.3
CELL_000,RMa,18.27,23,0.012971,0.001932,normal,0.0,0.9577,108,12,0.37,0.9598,35.2,53.2
CELL_001,UMi,11.25,28,0.005404,0.001072,normal,0.0,0.9516,108,39,0.226,0.9599,190.8,37.3
CELL_002,UMi,13.13,0,0.002644,0.001,normal,0.0,0.9787,108,20,0.777,0.9599,355.7,29.9
CELL_003,InH,8.13,6,0.081127,0.013623,pilot_contamination,0.6856,0.1736,108,16,0.862,0.9178,499.2,56.0
CELL_004,UMa,10.59,9,0.003589,0.001,normal,0.0,0.9914,108,16,0.934,0.9599,669.1,61.9
CELL_005,RMa,18.57,26,0.0289,0.003846,normal,0.0,0.9647,108,35,0.255,0.9597,795.0,63.1
CELL_006,InH,6.47,8,0.437247,0.105644,normal,0.0,0.9772,108,38,0.294,0.9515,60.0,211.4
CELL_007,UMi,6.99,11,1.152528,0.266539,normal,0.0,0.9946,108,38,0.558,0.9387,195.3,201.7
CELL_008,RIS,16.25,22,0.027391,0.005541,normal,0.0,0.955,108,11,0.488,0.9596,344.1,205.1
CELL_009,UMi,-1.94,14,1.186853,0.360039,normal,0.0,0.9995,108,21,0.416,0.9312,501.1,193.6
CELL_010,RIS,3.52,6,1.162952,0.258678,jamming,0.7923,0.05,108,15,0.602,0.8918,653.8,182.7
CELL_011,UMa,15.63,4,0.002775,0.001,normal,0.0,0.988,108,37,0.569,0.9599,811.1,192.9
CELL_012,UMi,13.78,6,0.099829,0.014944,false_csi_injection,0.1942,0.7639,108,17,0.643,0.9472,58.7,373.3
CELL_013,RMa,7.0,8,0.002,0.001,normal,0.0,0.9523,108,29,0.221,0.9599,215.4,364.7
CELL_014,InH,13.92,17,0.009174,0.001668,normal,0.0,0.9924,108,20,0.836,0.9599,340.0,353.6
CELL_015,RIS,8.96,15,0.026369,0.008884,normal,0.0,0.9557,108,18,0.469,0.9593,513.8,338.5
CELL_016,NTN-LEO,13.96,25,0.01672,0.003459,normal,0.0,0.9665,108,35,0.754,0.9597,644.9,337.8
CELL_017,RIS,7.49,6,0.003349,0.001,normal,0.0,0.9961,108,25,0.75,0.9599,802.1,345.1
CELL_018,UMa,22.24,23,0.002,0.001,false_csi_injection,0.2211,0.7451,108,26,0.815,0.9467,41.4,498.7
CELL_019,UMi,3.21,19,1.2,0.9,normal,0.0,0.9621,108,16,0.394,0.888,201.3,488.8
CELL_020,RMa,16.22,10,0.002,0.001,csi_spoofing,0.5539,0.3986,108,22,0.334,0.9267,345.9,496.3
CELL_021,InH,16.75,5,0.002,0.001,false_csi_injection,0.3642,0.6213,108,32,0.247,0.9381,479.8,510.2
CELL_022,NTN-LEO,11.09,13,0.026848,0.008392,normal,0.0,0.9951,108,16,0.442,0.9593,668.4,494.6
